OrderDate,Customer_Name,Gender,Region,Country,Product_Name,product_categories,Cost_Price,Sale_Price,OrderQuantity,Net_Cost,Net_Sale,Profit
2021-04-05,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-05,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-05,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-05,Walk_In_Customer,N/A,France,France,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-05,Walk_In_Customer,N/A,Southwest,"United States","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-05,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-05,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-05,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-05,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-06,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-06,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-06,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-06,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-06,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-07,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-07,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-07,Walk_In_Customer,N/A,Southwest,"United States","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-08,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-08,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-08,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-08,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-08,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-08,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-08,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-08,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-08,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-08,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-08,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-08,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-08,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-09,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-09,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-09,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-09,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-09,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-09,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-09,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-09,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-09,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-09,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-10,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-10,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-10,Walk_In_Customer,N/A,France,France,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-10,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-10,Walk_In_Customer,N/A,Canada,Canada,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-10,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-11,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-11,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-11,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-11,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-11,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-11,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-11,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-11,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-11,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-11,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-11,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-11,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-12,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-12,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-12,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-12,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-12,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-12,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-12,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-13,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-13,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-13,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-13,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-13,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-13,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-13,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-13,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-13,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-13,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-13,Walk_In_Customer,N/A,Canada,Canada,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-13,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-13,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-13,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-13,Walk_In_Customer,N/A,Canada,Canada,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-13,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-13,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-13,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-14,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-14,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-14,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-14,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-14,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-14,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-14,Walk_In_Customer,N/A,Southwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-15,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-15,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-15,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-15,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-15,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-15,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-15,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-15,Walk_In_Customer,N/A,Southwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-15,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-16,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-16,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-16,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-16,Walk_In_Customer,N/A,Southwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-16,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-16,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-16,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-17,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-17,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-17,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-17,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-17,Walk_In_Customer,N/A,Northwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-17,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-17,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-17,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-18,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-18,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-18,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-18,Walk_In_Customer,N/A,"United Kingdom","United Kingdom","Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-18,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-18,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-18,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-18,Walk_In_Customer,N/A,Northwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-18,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-18,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-18,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-19,Walk_In_Customer,N/A,Germany,Germany,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-19,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-19,Walk_In_Customer,N/A,Germany,Germany,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-19,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-19,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1518.7864,2443.35,1,1518.79,2443.35,924.56
2021-04-19,Walk_In_Customer,N/A,Southwest,"United States","Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-19,Walk_In_Customer,N/A,Australia,Australia,"Road Bikes",Bikes,1320.6838,2181.5625,1,1320.68,2181.56,860.88
2021-04-20,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-20,Walk_In_Customer,N/A,Canada,Canada,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-20,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1105.81,2049.0982,1,1105.81,2049.1,943.29
2021-04-20,Walk_In_Customer,N/A,Southwest,"United States","Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-20,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,605.6492,1000.4375,1,605.65,1000.44,394.79
2021-04-20,Walk_In_Customer,N/A,France,France,"Road Bikes",Bikes,413.1463,699.0982,1,413.15,699.1,285.95
2021-04-20,Walk_In_Customer,N/A,Australia,Australia,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
2021-04-20,Walk_In_Customer,N/A,France,France,"Mountain Bikes",Bikes,1117.8559,2071.4196,1,1117.86,2071.42,953.56
